name,vector_0,vector_1,vector_2,vector_3,vector_4,vector_5,vector_6,vector_7,vector_8,vector_9,vector_10,vector_11,vector_12,vector_13,vector_14,vector_15,vector_16,vector_17,vector_18,vector_19,vector_20,vector_21,vector_22,vector_23,vector_24,vector_25,vector_26,vector_27,vector_28,vector_29
e,0.27328533,0.13634299,0.35886005,0.09552582,0.45506608,-0.10322115,-0.19168404,0.13979214,0.27754617,-0.46889022,0.48583418,0.39521253,-0.29094765,0.37098625,0.404251,-0.7837593,-0.22671354,0.74511045,0.85471123,0.022572212,0.2794673,-0.5321942,-0.41756514,-0.6915132,0.24054468,0.584729,-0.3614896,0.06717408,-0.30272162,0.54063374,
SwitchStatement,-0.64026594,-0.28654316,-0.0557211,0.3758524,0.67411613,-0.6869506,-0.00417664,-0.3485479,-0.798892,-0.3714154,0.79638445,0.44947597,-0.6947495,0.6032721,-0.07141141,-0.24697101,-0.7621035,0.7321146,0.06856949,-0.075458296,0.23744883,-0.8090761,-1.0006839,-0.60008454,0.4098854,0.5732401,0.2957069,0.2700457,-0.35161614,0.6395913,
error(),0.10702703,0.015366735,0.51934004,0.08181269,0.7481862,-0.18463638,-0.28809044,0.091745965,0.25364608,-0.46746704,-0.13511361,0.30801684,-0.029021382,0.3356197,0.6502818,-0.85690874,0.053239964,0.8397669,0.9868244,0.083299205,0.045718055,0.08961586,-0.043699246,-0.7233711,0.281129,0.36707956,-0.7785572,0.36781526,-0.6872745,0.25908658,
context,0.079560034,-0.002568582,0.48099488,0.44678152,0.158749,-0.74755,-0.7851938,-0.055854123,0.4560842,0.31466687,-0.19021644,-0.13009141,-0.32920167,0.5331915,0.013814981,-0.36694795,0.20064326,0.50200635,0.43123457,0.17781593,0.035727277,0.37061605,0.6575882,0.18090862,0.27908754,0.5511709,-0.64290553,0.5976246,-0.9814747,-0.27473754,
node,0.19196263,0.25407198,0.63480264,1.2328365,0.1758289,-0.9516423,-0.6745437,0.54674405,0.3528251,0.757098,-0.44329956,-0.055682827,-0.5072899,0.5037281,0.51558584,-0.32000682,0.8459648,1.1606449,0.46825352,0.2591559,0.14312086,-0.26778674,0.47802317,0.82406396,0.97396654,1.0468885,-0.6956125,0.9937314,-1.5917145,-0.62240154,
ForStatement,-1.2710651,-0.06725239,0.89881295,-0.039711934,0.51218706,-0.77097243,-0.5143505,-0.6324023,-0.3768576,-0.028120937,0.13777456,0.04405749,-0.36773652,0.5577251,-0.13368434,-0.3681301,-0.020322436,0.43091297,0.29963946,0.43332565,0.16139232,0.18785395,0.12053788,0.0005538232,0.42768267,0.085167155,0.13505222,0.42230928,-1.012317,0.38226014,
ForControl,-1.3141886,0.09881565,0.80245775,0.04621249,0.32343233,-0.9816014,-0.7794117,-0.5937638,-0.49585676,-0.1785489,0.15464595,0.13470171,-0.33485508,0.5490264,-0.11255513,-0.50164044,0.0467712,0.39473194,0.24451181,0.4283647,0.017507669,0.20942846,0.107431605,-0.17310868,0.4230191,0.16320655,0.0359279,0.38781115,-1.0579021,0.28624293,
visit,0.3444356,0.28512466,0.4803408,1.5540996,0.22041017,-0.9304411,-0.51034164,0.6667391,0.25075635,0.90047276,-0.6215281,0.015358998,-0.54043794,0.42582923,0.5949554,-0.20443107,0.9463312,1.4004564,0.4307937,0.21026316,0.19983351,-0.43412784,0.39360633,0.898142,1.1367025,1.260148,-0.71912736,1.1947716,-1.6757821,-0.72066146,
jj_consume_token(),-0.8850799,-0.41584325,0.12203694,0.20077644,0.64894193,-0.5496605,0.06586832,-0.29072848,-0.71396786,-0.6730164,0.8588522,0.48161575,-1.044826,0.67828405,0.05101167,-0.34977803,-0.5673441,1.2513089,0.10554098,0.21929717,0.1502516,-0.9450029,-0.8088559,-1.0259326,0.5425743,0.4129499,0.039827906,0.113592006,-0.5354352,0.6467581,
toString(),-0.21246111,-0.07256363,0.2449846,-0.21860673,0.3195953,-0.051493898,-0.2016453,-0.5120382,-0.3087633,-0.28527585,-0.5639781,0.61987865,0.18638317,0.29694507,0.1732179,-0.5238973,0.12453604,0.39678025,0.8012314,0.53116375,0.20377836,0.4457409,0.36335358,-0.24607183,0.3376634,0.20506324,-0.17064638,0.53115416,-0.9534841,0.38078222,
key,0.38817504,0.3286325,-0.26348656,0.87212193,0.3967404,-0.18774483,-0.11930521,0.12889765,-0.078332335,0.6678096,-0.25742048,0.08077069,-0.22248262,0.08787959,0.17797342,0.16164856,-0.052976057,0.4517467,-0.5361103,-0.389905,0.30398032,0.5314823,-0.055438455,0.3233958,-0.14080437,1.120972,-0.03057597,1.0417167,-1.0491434,-0.30938414,
put(),-0.22586574,0.6090661,0.271084,0.4667644,0.6512934,-0.1842153,-0.4798183,0.040393464,0.03016291,0.06989009,-0.42825323,0.23157349,-0.11017935,0.4557837,0.24305779,-0.28696784,-0.14704853,0.7242192,-0.098496325,0.20065254,0.3257807,0.551739,0.18536791,-0.0016155301,-0.078967914,0.4800112,-0.48380136,0.61771154,-0.80333495,0.24841379,
message,0.6981546,-0.56443554,0.1367438,0.9583316,0.57136786,0.2563245,0.1104026,0.40241447,-0.35925558,-0.32152882,0.5178486,0.18234822,0.072026104,-0.3088513,0.6519441,-0.25223583,-0.07372149,0.92583853,0.7958307,-0.7019722,-0.39979902,-0.13495713,-0.48558572,-0.29320905,0.9782702,0.8922235,0.5207289,0.9402968,-0.045403924,-0.6028072,
jjtGetChild(),-0.3719889,0.0046681105,0.67117465,0.30661145,0.50838405,-1.0001115,-0.6874844,-0.24542768,0.4853499,0.10029228,-0.5479205,-0.13122517,-0.1432153,0.70409507,0.2595729,-0.86478126,0.25135404,0.62606484,0.8177805,0.49634382,-0.06087525,0.5163501,0.5123202,-0.28044865,0.3399059,0.2761571,-1.1115438,0.700289,-1.3408768,-0.06199531,
id,0.038995266,-0.16016275,0.20385866,0.99619883,-0.7862256,-0.72216135,-0.06993509,-0.2673478,0.0018376589,0.35460374,0.79379046,0.017040743,-0.97004354,0.23841132,-0.38979945,0.6095015,0.23506631,0.6028559,0.027534287,0.22364795,0.5102079,-0.4657479,0.54943144,0.3767652,0.7479107,0.81055516,0.75779986,0.66736376,-0.45390123,-0.19569488,
jjCheckNAddTwoStates(),-1.5894936,-0.50056076,0.019482994,0.6497254,1.2583838,-0.9610562,0.49805653,-0.5224476,-1.462413,-0.28610986,0.09408222,0.59083426,-0.54121286,0.36255404,0.1803102,-0.102496274,-0.58102936,1.2677145,-0.04889718,0.1313424,0.2443577,-0.6326565,-1.5344967,-1.0675083,0.44225925,0.64597195,-0.09383963,0.47785354,-1.1158144,0.730365,
get(),-0.4263547,0.3577528,0.31586978,0.16942346,0.47190577,-0.38830313,-0.558776,-0.117949605,-0.1645873,0.1627589,-0.3189501,0.16658202,-0.14299434,0.47449815,0.16357677,-0.36999834,0.0436325,0.45899725,-0.041649245,0.2282244,0.179437,0.5465595,0.07181177,0.097610205,0.053250484,0.33199513,-0.22160806,0.5907597,-1.0278016,0.22174269,
StringBuffer,-1.1531484,-0.28135645,0.33058462,-0.13683437,0.3856809,-0.53722876,-0.086684205,-0.7979116,-0.9900159,-0.27128184,-0.15255319,0.6379222,-0.056307033,0.36331376,-0.12544279,-0.2374263,-0.05093208,0.5769173,0.2231645,0.49555612,0.14251661,0.30471602,-0.012556907,-0.14028737,0.52735776,0.10632234,0.41566664,0.44867787,-1.0430211,0.33207047,
getLog(),0.30991042,-0.06432198,0.4231696,0.32137603,0.60302323,0.046485215,-0.24774554,0.22804318,0.08010705,-0.39016014,0.008084144,0.36022368,0.13858451,0.07181989,0.5459327,-0.6131859,0.04189178,0.7833754,0.94897574,-0.19724628,-0.12073913,0.2308489,-0.018569713,-0.47261542,0.40190575,0.53505963,-0.38931352,0.6539453,-0.40142086,-0.114462815,
debug(),-0.09662411,0.055473182,0.28470457,0.25476244,0.63017005,0.117435895,0.053918544,0.04539504,-0.3901122,-0.4786097,-0.009368828,0.36814156,0.035293467,-0.16069052,0.45215508,-0.40416253,-0.08406784,0.80198616,0.5065703,-0.23632148,-0.042303808,0.21450901,-0.18918893,-0.5811994,0.30676952,0.482826,-0.06096214,0.55021536,-0.4333677,0.10501753,
value,0.26314217,0.28211325,0.17429924,0.6735858,0.2848069,-0.48845932,-0.4928112,0.063943535,0.29940063,0.5160855,-0.32118276,-0.100671865,-0.24219605,0.37626234,0.10167402,-0.25223967,0.20269065,0.43866614,0.02257115,-0.0345896,0.22107005,0.46769765,0.3372115,0.29403394,0.09957219,0.69867885,-0.47280493,0.81979805,-1.0645299,-0.20159566,
WhileStatement,-0.7345903,-0.109987855,0.19607542,0.016253758,0.4436478,-0.5406294,-0.32489175,-0.4571755,-0.43323442,-0.26707295,0.30933508,0.1668668,-0.6470591,0.5600603,-0.054386996,-0.43132707,-0.44628054,0.4592359,-0.016059635,0.20506047,0.12605265,-0.2778146,-0.47849172,-0.38044304,0.30516568,0.21848343,0.14421926,0.17952578,-0.7703988,0.57755315,
jjCheckNAddStates(),-1.3767315,-0.48417398,-0.035306647,0.72529024,1.2042557,-0.7749435,0.6515582,-0.44572702,-1.4505163,-0.289377,-0.024685483,0.61965567,-0.5091972,0.19013746,0.22338416,-0.08384301,-0.5209552,1.3069522,0.0065720933,0.033880185,0.24489869,-0.6122372,-1.4430712,-1.1242859,0.39290756,0.7029589,-0.08096577,0.5291923,-1.0805422,0.68759847,
getClass(),0.12341871,0.085349,0.2727489,-0.17887984,0.24525128,0.26219448,-0.327698,-0.17161676,-0.035994947,-0.37760133,-0.18011154,0.49178776,-0.14832856,0.23125023,0.25525546,-0.57817584,-0.0015215424,0.5053581,0.7576934,0.29784343,0.26417035,0.22059932,0.3379427,-0.39048302,0.21019603,0.39038253,-0.21855338,0.35275066,-0.69779795,0.46339014,
name,0.26621482,0.09789064,-0.14932385,0.61081463,-0.13475104,0.079794794,-0.20790873,-0.09725211,-0.06988937,0.15534034,-0.46693996,0.37146124,-0.21657632,-0.027834287,0.061140966,-0.08450541,-0.019296251,0.50980425,0.13875331,-0.18410183,0.2005791,-0.057383016,0.2860123,0.30434415,0.38526693,0.80942744,0.16809538,0.48004314,-0.5986337,-0.16162187,
init,0.08272091,-0.00044256065,0.5160178,0.5236133,-0.081863634,-0.5370728,-0.4546671,0.12067588,0.2879045,0.25232556,0.18361391,0.04601776,-0.47272503,0.22702688,0.09810315,0.030788453,0.3328962,0.54949445,0.31303507,0.047592334,0.1965539,0.06696929,0.5968426,0.27943844,0.4009949,0.63794047,-0.09164914,0.5590363,-0.6740323,-0.29013708,
jj_ntk(),-0.95157653,-0.3999684,0.010014549,0.3457253,0.804417,-0.6028722,0.09438416,-0.40746275,-0.90439695,-0.6507348,0.69248134,0.529342,-0.8917922,0.57162404,0.044512827,-0.34116235,-0.81983984,1.0911576,0.107187,0.06562936,0.2903359,-0.8713945,-1.01376,-1.0456831,0.4613293,0.56940144,0.13276331,0.2776212,-0.5715612,0.7937627,
length(),-0.70725316,-0.031880636,0.41325715,-0.2073663,0.27469283,-0.28905186,-0.42153874,-0.4543028,-0.46292493,-0.33465526,-0.16817977,0.44714,-0.18098341,0.2943472,0.09482485,-0.49679005,0.026759071,0.46493995,0.46933514,0.522336,0.07753832,0.2488733,0.2123712,-0.3245794,0.31438425,0.049744625,-0.055778198,0.4344001,-0.94617814,0.44401112,
substring(),-0.7705893,-0.062138166,0.27471286,-0.15035152,0.20959637,-0.4884833,-0.5200367,-0.5769662,-0.39335427,-0.16812123,-0.43533754,0.2550916,-0.36614308,0.26290193,-0.012652567,-0.3836472,0.08447236,0.17748752,0.3242135,0.5874961,-0.023939464,0.28896415,0.39766824,-0.25295725,0.27062967,0.0697599,-0.033557273,0.6112816,-1.2025925,0.37605935,
getCurrentTemplateName(),0.2610418,-0.046593104,0.27700827,0.28584754,0.7290426,-0.33158174,0.034902584,0.0055065188,0.36985865,-0.20864417,-0.62064874,0.1901786,0.0010571348,0.24752554,0.61787486,-0.7871442,0.21035255,0.6847681,1.0473175,0.15336822,0.04352721,0.10450565,0.1501476,-0.7740034,0.24911875,0.49228746,-1.0138822,0.598198,-0.867386,0.22037975,
getName(),-0.24071181,0.17961785,0.4615228,-0.09532552,0.42496064,0.0016408995,-0.4242083,-0.14796866,-0.044646293,-0.3467396,-0.18588616,0.45442212,-0.123477384,0.35255593,0.30637577,-0.60934114,-0.004288282,0.69276416,0.57733226,0.3841456,0.21902138,0.29804283,0.19937572,-0.33420253,0.20048358,0.26246965,-0.34127602,0.30348226,-0.800528,0.3556986,
getLine(),0.33208868,-0.07840777,0.30127746,0.30511206,0.64292043,-0.25531012,0.12322173,-0.09115489,0.33251357,-0.27580884,-0.6687406,0.19763927,-0.02573996,0.21854624,0.5784604,-0.74932086,0.26024923,0.76588535,1.0846999,0.2136581,0.07365098,0.10583944,0.18912742,-0.76473427,0.28344777,0.503962,-0.9958755,0.5902783,-0.94383794,0.18175897,
getColumn(),0.356068,-0.047781035,0.26988456,0.3109119,0.64829314,-0.22994134,0.026808815,-0.05268748,0.3473206,-0.21889749,-0.6626553,0.17938162,-0.050384838,0.26229793,0.5750644,-0.7053317,0.21079624,0.6588139,1.0192899,0.10082881,0.060650874,0.09475851,0.24649845,-0.71812797,0.2832007,0.47575822,-0.946207,0.6448301,-0.81530476,0.14223333,
init(),0.28042394,0.06929083,0.5025653,0.39542177,0.007621239,-0.22267424,-0.24195018,0.26188445,0.3936953,-0.09382706,0.08590794,0.19738522,-0.3517668,0.09385502,0.31121662,-0.19433708,0.32189924,0.73442787,0.6543299,0.12554136,0.20927149,-0.05419899,0.6039162,-0.21059607,0.2726804,0.531442,-0.48403704,0.4315222,-0.49824145,-0.06271066,
jj_scan_token(),-0.7026678,-0.10867159,0.15041627,0.59511006,1.1082909,-1.1964748,-0.33649147,-0.20322405,-0.54157615,0.54118586,0.20648234,-0.16066886,-0.60860336,0.76428246,0.047266636,-0.12896183,-0.45308673,0.23089741,-0.3413292,-0.16559762,0.24155267,-0.48134583,-1.501551,-0.1232199,0.31541914,0.9311014,0.062446132,0.5050428,-0.851537,0.62258494,
jjCheckNAdd(),-1.2700752,-0.47336388,-0.07326149,0.6547532,1.0776265,-0.7581258,0.5580113,-0.42907146,-1.2997026,-0.26899335,0.10994979,0.5491866,-0.50400597,0.19854642,0.14741333,-0.07898549,-0.5870012,1.0963486,-0.033543453,-0.022013158,0.23619899,-0.6314866,-1.3756466,-0.99074286,0.35828054,0.66275567,0.0046425886,0.46826,-0.91968274,0.6528318,
log(),0.31238532,-0.3112352,0.1766884,0.68944967,0.311008,0.06030987,-0.12255915,0.23008704,-0.3087248,-0.15000056,0.35907564,0.12500648,-0.14561614,-0.070991114,0.31055322,-0.1399668,-0.055905286,0.58349895,0.5184357,-0.32157618,-0.13450277,-0.10420524,-0.16389193,-0.085701324,0.6798235,0.6095453,0.34881026,0.6853787,-0.1646926,-0.23906639,
p,0.16338164,-0.064746805,0.3479456,0.8803859,-0.6071501,-0.60356754,-0.22295214,-0.19638968,0.08287713,0.33950597,0.5811762,0.032384977,-0.83283556,0.21225125,-0.24445836,0.3718872,0.2902174,0.6222016,0.1865633,0.149994,0.4556221,-0.23419604,0.5397225,0.36141324,0.67596173,0.75900185,0.57448685,0.62826663,-0.63962847,-0.19338746,
jjAddStates(),-1.2845746,-0.50537825,0.017941974,0.54148495,1.0151162,-0.8638262,0.3230214,-0.50072396,-1.2269816,-0.27771708,0.32639176,0.48715407,-0.55680084,0.34917086,0.1049673,-0.0708455,-0.62872666,0.9938733,-0.023734504,-0.0029917979,0.25485107,-0.65337384,-1.3450727,-0.8409232,0.3792142,0.6582326,0.16511953,0.37040398,-0.92090064,0.65833074,
visitor,0.2042333,0.08188084,0.4090178,1.005009,-0.50509435,-0.84795487,-0.5261083,-0.119066805,0.33272028,0.5649009,0.302974,-0.14336754,-0.749437,0.39544487,-0.19661906,0.14841953,0.4704697,0.67695373,0.19247665,0.24434245,0.34723905,-0.105126396,0.6393001,0.6517978,0.7513372,0.8037692,0.24595672,0.7791282,-0.96533275,-0.37272587,
closeNodeScope(),-0.59996706,-0.08137654,0.31079224,-0.016053803,0.616704,-0.28825974,-0.24024692,-0.11363864,-0.36380658,-0.44541314,0.46595383,0.10223843,-1.0015768,0.48312873,0.17765228,-0.61152273,-0.3795882,0.9645117,0.04105849,0.22039658,0.10559685,-0.61630195,-0.78105986,-0.9388618,0.31936204,0.23998366,-0.26984218,-0.024683725,-0.7734785,0.71490514,
equals(),-0.4948443,0.12635396,0.26151127,-0.079707235,0.31256425,-0.22489055,-0.45093256,-0.471301,-0.3140119,-0.089545935,-0.5687869,0.20531927,-0.23269019,0.122241735,0.061673645,-0.40204358,0.10745845,0.23291977,0.2473142,0.42241704,0.0095403185,0.4880918,0.24951243,-0.19695207,0.189042,0.2589272,-5.3722084e-05,0.6484898,-1.2160938,0.39227992,
jjtAccept,0.18962462,0.031234689,0.3757359,1.0092198,-0.6082222,-0.73794955,-0.37526777,-0.13601612,0.23289424,0.5120757,0.42951742,-0.06439584,-0.80956745,0.32127765,-0.17792378,0.29656112,0.40354759,0.6152214,0.20580629,0.21754268,0.43907654,-0.222149,0.66606563,0.5811406,0.707802,0.85945636,0.37323135,0.75476533,-0.7795536,-0.32657066,
visit(),0.2679337,0.091820404,0.42705616,0.9319801,-0.2974066,-0.88922447,-0.6715038,-0.08187873,0.44188353,0.61580193,0.14312716,-0.19309545,-0.6518846,0.50426346,-0.106855676,-0.018046604,0.3982623,0.6192915,0.23647763,0.19071665,0.3097018,0.021280343,0.6440046,0.56881917,0.6055139,0.80986917,-0.013793344,0.7833184,-1.0425403,-0.33628434,
openNodeScope(),-0.6148068,-0.3056438,0.27300677,-0.0077499505,0.32167473,-0.42005372,-0.2816792,-0.20580111,-0.29962617,-0.4655658,0.89827335,0.26073828,-0.9528439,0.57404995,-0.03268683,-0.33117455,-0.43429846,0.75227845,0.14809173,0.1851571,0.22304007,-0.74691504,-0.4166831,-0.5890614,0.40058032,0.39124927,0.15402351,-0.017165009,-0.42343697,0.53163695,
childrenAccept(),0.27817103,0.20983934,0.42747462,1.190746,0.1099635,-0.741985,-0.46134502,0.44291714,0.2883069,0.683236,-0.3768441,0.005050607,-0.43144625,0.33619875,0.4017177,-0.08562661,0.69003177,0.99784654,0.37162128,0.18841343,0.20933878,-0.17133334,0.50323105,0.61972845,0.7880459,0.988947,-0.5668067,0.9612476,-1.2353036,-0.54601425,
readChar(),-0.07969818,-0.11731188,0.014702796,0.36411408,0.56399924,-0.42354253,-0.061606057,-0.036126748,-0.18180425,-0.30226976,0.9187495,0.36375412,-0.58325773,0.49896416,0.08420021,-0.32531095,-0.63027894,0.60272,0.40520442,-0.20531803,0.4274203,-0.9715144,-0.98495364,-0.6831484,0.30519548,0.78415924,0.04610573,0.07534683,-0.051703393,0.65624464,
log,0.31501144,-0.34718308,0.03539353,0.5899976,0.22861159,0.057885453,-0.0300974,0.08404241,-0.30591878,-0.07542136,0.23656149,0.16385895,-0.19783603,-0.15171985,0.17126636,-0.00661374,-0.15881836,0.4407247,0.31427637,-0.35729295,-0.01754096,-0.14542471,-0.07819014,-0.006496277,0.4876076,0.67735213,0.42223954,0.57440287,-0.24226393,-0.14700072,
level,0.29248735,-0.376814,-0.06495121,0.6880745,0.34013584,0.036947314,0.037709694,0.038922902,-0.47213247,-0.090002395,0.40212408,0.18601221,-0.18960758,-0.08493905,0.14364174,0.011760157,-0.27823266,0.4517803,0.2842548,-0.47082707,-0.028293103,-0.29965106,-0.42396456,-0.048709836,0.56733155,0.75534564,0.6262355,0.6235064,-0.17929326,-0.087685645,
write(),0.043171838,-0.2176663,0.10085542,0.41917267,0.37147954,-0.12663788,0.053668544,-0.25560245,-0.29151538,-0.15852089,-0.5768291,0.18425928,-0.24961756,0.10572113,-0.0059958748,-0.2554906,-0.10825996,0.36212635,0.35475147,0.22378737,-0.022190157,-0.053591065,0.15339723,-0.24312703,0.22185662,0.4261086,-0.45118284,0.4631597,-0.6714766,0.028229833,
showNode(),0.581524,0.21667711,0.3993513,1.2593461,0.08717376,-0.6316012,-0.5809328,0.3706434,0.35556725,0.6766602,-0.4352858,0.00837397,-0.5165737,0.35145515,0.40288082,-0.24593647,0.62137467,1.0299284,0.44979596,0.04038315,0.24825288,-0.15780956,0.53772104,0.70129746,0.84897023,1.2240437,-0.41918924,1.102995,-1.4853436,-0.5387417,
add(),-0.4964401,0.068416856,0.43679217,0.09076467,0.22133534,-0.4361545,-0.45940784,-0.31798682,-0.2037289,0.044851013,-0.101533644,0.020318024,-0.273074,0.28297433,-0.01717958,-0.22855076,0.10150204,0.28632635,0.10967781,0.2666746,0.06857389,0.16714007,0.34312165,0.10501394,0.27626997,0.32060593,0.12409672,0.4020944,-0.8872761,0.18496019,
o,0.32587564,0.072690055,0.12907948,0.33459765,0.18144844,-0.119432025,-0.29363978,-0.022376187,0.19769676,0.07916381,-0.008014823,0.087925754,-0.27562955,0.22204979,0.08844181,-0.25192705,-0.0718008,0.28396708,0.2767464,-0.067386776,0.21511306,0.03170866,0.14389372,-0.0047688554,0.102796935,0.6044732,-0.11844229,0.43780503,-0.5684387,0.0997093,
getString(),-0.010881794,0.09738282,0.27746066,0.35970408,0.20044093,-0.31702408,-0.35179743,0.057823986,0.07036541,0.09292046,0.026499944,0.21835032,-0.26865312,0.23738392,0.13989747,-0.16794138,0.0976146,0.48255295,0.26572755,0.0041981046,0.24859244,0.108659774,0.26007658,0.052519433,0.1766708,0.52375746,-0.19333257,0.488273,-0.6194822,-0.05051727,
