emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31
0.30100384,-0.6948693,0.83679557,-0.070019186,-0.5581736,0.948516,-0.6088708,0.17092876,0.2267394,-0.7460101,0.12407729,0.036350463,-0.20224819,0.12855168,-0.1268572,0.5520643,0.30385178,-0.14102009,-0.28680518,-0.30306023,0.62873197,0.17484216,-0.19824599,-0.18094432,0.317749,0.3598393,-0.5593034,-0.94349694,0.53157955,0.27523145,-0.21326137,0.13297838
0.64423144,-0.02803204,0.1822287,-0.36787257,-1.1258988,-0.383761,-0.5322869,0.08649224,0.82706034,-0.55766666,0.12716232,0.47131798,-0.2856316,0.1751326,-0.2056562,-0.29534137,-0.014889992,0.7933337,0.47921324,0.9192392,0.25945973,0.4839533,0.21101856,-0.009605017,0.7720497,1.9513296,-0.3337653,-0.45906588,-0.08607919,0.5157801,1.3056073,0.46113226
-0.004393485,-0.117983736,0.13085096,-0.09166603,-0.3939927,0.397406,-0.3206116,0.7393043,0.56105554,-1.095577,0.20375,-0.03449722,0.06261741,0.054983005,0.1911624,0.3048617,-0.297785,-0.79645073,-0.15234935,0.4994881,0.76018715,-0.05430583,-0.10164927,-0.23814471,0.18296172,0.3630418,-0.57233864,-0.6436095,0.59237236,0.30168116,-0.017780114,-0.13225767
-0.014320285,-0.09999278,0.2575572,-0.08053522,-0.5034971,0.39059478,-0.35936946,0.76451254,0.6463109,-1.3329649,0.12086079,-0.14759153,-0.103392065,0.080795,0.20364225,0.38907388,-0.36244786,-0.6623569,-0.27193448,0.8748226,0.789907,0.1785204,-0.116857916,-0.19067404,0.13015443,0.3744602,-0.60833454,-0.66889685,0.6513697,0.26970693,-0.040052522,-0.040996943
-0.19664043,-0.2605263,0.24996947,-0.30282244,-0.39056146,0.1837066,-0.54693896,0.5566579,0.45010766,-0.86531144,-0.0051978943,-0.12086311,0.023797855,0.29879987,0.16476864,0.26765752,-0.123590566,-0.76546955,-0.3844126,0.13017388,0.5768688,-0.49296582,-0.23088092,-0.15215872,-0.02185483,0.3774574,-0.6120503,-0.5458133,0.43215156,0.5256206,-0.351087,-0.21503597
-0.29481968,-0.23826098,0.22894794,-0.15216938,-0.42397702,0.09866575,-0.4744372,0.65961003,0.58939713,-0.9056053,-0.036341976,-0.07582943,-0.17325117,0.19936681,0.088177696,0.43390158,-0.16584925,-0.6783793,-0.23512165,0.33620903,0.51772887,-0.27941817,-0.063425764,-0.1888104,0.17447208,0.3826016,-0.52108794,-0.6002268,0.47998673,0.46033975,-0.27639192,-0.23635848
-0.011655604,-0.2834407,0.27985367,-0.07248089,-0.4991092,0.63024575,-0.49149635,0.6538091,0.5596579,-1.093839,0.1932468,-0.15167521,-0.04655116,0.14186166,-0.0653345,0.27414927,-0.21740797,-0.8546995,-0.29063642,0.3870856,0.64452726,-0.13215366,-0.22245583,-0.22827442,0.08661224,0.39357096,-0.7296853,-0.6369883,0.6038102,0.564248,-0.17401688,0.077812836
-0.013657703,-0.09729748,0.24495678,-0.056944173,-0.47527584,0.48377576,-0.4280213,0.69216156,0.7522697,-1.3156052,-0.06939705,-0.12585044,-0.16678515,0.15221652,0.18568802,0.44196898,-0.23275574,-0.68641144,-0.21479966,0.7468554,0.7267346,0.09546203,-0.091111325,-0.29772618,0.12584534,0.3912473,-0.70779914,-0.7519169,0.5126479,0.39106116,-0.1738461,-0.13394655
-0.15914159,-0.47640434,0.85660505,0.023617428,-0.6258033,0.33725795,-0.6119389,0.65253437,0.22071297,-0.65034044,0.5817915,-0.1931186,-0.23172133,0.5661432,0.46936724,0.05346137,-0.14272031,0.24028245,0.13775465,-0.1400772,0.9330784,0.38635367,0.30524224,-0.74033076,0.38619944,0.22427255,-0.4422617,-0.23207115,-0.028442597,-0.098398,0.08650045,0.4954879
-0.015102077,-0.4595405,-0.42387298,-0.6633696,0.026570803,-0.12510842,-0.49772874,0.031955034,-0.24560417,0.09748539,0.14873278,0.029900387,0.02780745,-0.4283117,-0.10991867,0.14972094,0.08286079,0.03339577,-0.574667,0.17996657,-0.25020123,0.15881379,0.1819428,-0.4951936,-0.07026928,0.51285934,-0.12162101,0.12424611,0.51044744,-0.38306,0.18798386,-0.056610674
0.23450166,-0.5907267,0.4370046,-0.114435725,-0.46883935,0.5368071,-0.34363836,0.34454492,0.39122632,-0.78049725,0.41008604,0.029455416,-0.23642668,-0.14397675,-0.14570144,0.22742583,-0.1615358,-0.1364015,0.12697674,0.063847415,0.39314985,-0.04252341,0.084959336,-0.19284116,0.28907213,0.35254765,-0.4409278,-0.40188655,0.5592965,0.05066927,0.059348404,0.08442279
-0.12200024,-0.27035174,-0.16523568,-0.23464699,-0.46676123,0.084947735,-0.75436085,0.20922633,0.49662048,-0.22233889,0.24304715,0.25319982,-1.168231,0.32592872,-0.07926072,0.12750737,0.19249117,0.4202174,-0.14693995,0.47223663,0.18215378,0.3877987,0.7583846,-0.25834164,0.63394946,1.1887066,-0.08432379,0.46964076,0.40540138,-0.04610153,1.0825486,0.16940315
-0.38935214,0.2849716,0.517862,-0.07806616,-0.5713997,0.2281032,-0.9470634,0.9847144,0.2716857,-0.9932872,-0.4578177,-0.15432788,-0.4287638,0.5135811,0.48668873,0.17174345,-0.10824179,-0.68418884,-0.51014155,0.6364798,0.79994476,0.3721091,0.34431544,-0.5229384,0.65282595,0.3135908,-0.34644797,-0.69801575,0.07758836,0.04575649,-0.577063,0.18057267
0.10562168,-0.2686153,0.40243226,-0.24137107,-0.3667036,-0.29149014,-0.8017427,0.5036923,0.297847,-0.65239054,0.3684518,0.22484024,-0.3585199,0.7382176,-0.0083165355,0.2765048,-0.26754543,-0.13827649,0.07707119,0.12499357,0.34820426,-0.80004805,0.17608611,0.041873395,-0.00039467507,0.53011024,-0.120041065,-0.52819455,0.11691176,-0.0066556954,-0.141903,-0.30408224
0.18630476,-0.41227436,0.9260416,-0.1628873,-0.4088786,0.7871716,-0.9796028,0.18228367,0.03651016,-0.5769605,0.3308309,-0.09013333,-0.5988997,0.2402129,-0.013662423,0.22897339,0.183254,0.31240606,-0.20107079,-0.3079445,0.8085759,0.26776537,0.049945083,-0.5563262,0.86915153,0.089369304,-0.6854414,-0.6570787,-0.14368884,0.07667139,-0.51086783,0.158042
0.57401574,-0.12206504,0.29947418,-0.14516677,-0.34508184,0.65024,-0.736592,0.6300505,-0.18152545,-0.30425844,0.33236328,0.26352686,0.36118162,-0.22868475,0.37241524,0.3841803,-0.23442763,-0.30138972,-0.19536313,0.08968474,0.470469,0.4955723,0.15730904,-0.4936218,0.055643108,0.16548708,-0.5508172,-0.703461,0.11430478,-0.4172271,-0.38829336,-0.18252927
-0.6950277,-0.1260093,0.17333557,-0.013887503,-0.45388597,-0.66086996,-0.89290065,0.43049762,0.5576419,-0.24376337,0.64490664,0.71391094,-0.70507264,0.3065503,-0.024543507,0.28416714,-0.32184166,-0.34641263,-0.13888274,-0.042579733,0.11230864,-0.28172722,-0.40282816,0.3119859,0.3553012,0.38916495,-0.7413583,-0.9599302,0.3726645,0.02025116,-0.13673073,-0.016058927
0.008811126,-0.5642815,0.21929333,0.24832706,-0.47930452,0.5950402,-0.5484542,0.39724973,0.29712623,-0.56460065,-0.052854523,0.32240853,-0.030753452,0.70096976,0.2661491,0.029348422,0.034003086,0.050317887,0.06843179,-0.13998783,0.86258066,0.14099374,0.6737328,-0.56358737,0.24419366,0.2708826,-0.4790381,-0.72794926,0.005889044,-0.0006298935,0.20075084,0.42963165
-0.22213408,-0.065050066,1.0741692,-0.20529504,-0.4656557,0.22272766,-0.6919633,0.3699167,0.27444214,-0.6160531,0.52054983,0.15294713,0.3968461,0.28762463,0.27837786,-0.17920285,-0.006572581,-0.4485,-0.027847394,-0.43559882,0.41376266,0.053767532,0.77543247,-0.49083614,-0.0707415,0.55935866,-0.48012677,-0.122227475,-0.11157587,-0.018656978,-0.081169926,0.2231779
0.06465167,-0.0064081186,0.39535975,-0.103707135,-0.51319677,0.65927213,-0.43264,0.53663474,0.56907254,-1.4611992,-0.33321506,-0.12731,0.22954836,0.32757974,0.2594505,0.68456054,0.23083054,-0.5009022,-0.58769095,0.3507958,0.90228546,0.7122737,-0.14108948,-0.64319456,0.6212858,0.5005198,-0.64230144,-1.1757272,0.39682546,-0.014986197,-0.42734832,0.2299652
-0.32037413,-0.4370488,0.69517225,0.092233896,-0.8905364,0.19823733,-0.40578252,0.19513796,0.33951566,-0.8161038,0.3305116,0.047015924,-0.18618846,0.4069965,0.27688083,0.42553702,-0.11715516,0.12292685,-0.17615208,-0.09085217,0.84760725,0.4522982,0.16816981,-0.824397,0.5160009,0.42654583,-0.40150973,-0.3054079,-0.08546467,0.020508641,-0.084590994,0.68202084
0.07642748,0.18715742,0.20764132,0.0066956924,-0.6215574,0.3818458,-1.029393,0.67875266,0.30556533,-0.8401228,0.1983984,0.517101,0.16652362,0.13928597,0.6420256,0.8463571,-0.26330853,-0.23889513,-0.2710453,0.50524926,0.94205123,0.4952533,0.36664638,-0.758798,0.28688172,0.10541875,-0.691556,-0.805777,-0.3175973,-0.3557311,-0.6918251,-0.13424069
0.31331107,0.0021099874,0.73649746,0.03990975,-0.43371668,0.43157917,-0.6977012,0.47847176,-0.5349182,-0.4594932,0.34462616,0.75542516,-0.28250828,0.18921643,0.51552343,0.13113108,-0.64200264,-0.034453638,-0.18973027,-0.32417354,0.7182912,0.5279922,0.8939853,-0.3525816,0.5749376,0.59635484,-0.5621237,-0.5700816,-0.14654,-0.18333994,-0.023250854,0.2690549
0.17217742,0.27230963,0.47015223,-0.1277072,-0.5615696,0.52103263,-0.98087204,0.6292563,-0.12354884,-0.3755637,0.30873445,0.405777,0.07994136,-0.03998042,0.4334948,0.4189007,-0.62265676,0.011713083,-0.07202393,0.15528281,0.8860179,0.35668588,0.64813066,-0.56236506,0.27672166,0.12789935,-0.7502234,-0.76131636,-0.15263715,-0.424951,-0.35013026,-0.072596975
0.21877182,0.035080593,0.21131612,-0.33043146,-0.55031335,0.36288655,-0.9889758,0.65221816,-0.2433052,-0.5644,0.042208046,0.28556222,0.5627658,0.15692757,0.46927318,-0.082426496,-0.7765252,-0.106868915,0.23055403,0.5542329,0.41492265,0.28436577,0.6220353,-0.41371116,0.36980644,0.23222974,-1.0511473,-0.6715927,-0.09419897,-0.30579746,-0.63265103,-0.19476469
-0.4890863,-0.20286009,0.74364954,0.25655752,-0.91775376,0.32624194,-0.4811341,0.11960732,-0.019855507,-0.48649517,0.31216288,0.35889265,0.33713633,0.33923638,0.39493272,-0.4820824,-0.08097,-0.097359024,-0.22544315,0.23983671,0.49942705,0.5198678,0.3687734,-0.58288705,0.18622786,0.6053951,-0.75322866,-0.4981023,-0.1262322,-0.14128542,0.08864389,0.060925167
0.3708562,0.35783646,0.43942386,-0.46264857,-0.5796879,0.74126863,-0.879433,0.5726153,-0.20176196,-0.519028,0.35169637,0.5153777,0.5658688,0.03796228,0.8307938,0.5993088,-0.5445028,-0.5086226,0.04434506,0.46230024,0.8527011,0.25919878,0.6237971,-0.406371,0.13286753,0.025391247,-0.9298856,-0.89957327,0.25700423,-0.60891837,-0.18743385,-0.31646052
0.10132711,-0.581849,1.0223178,0.20461895,-1.0645093,0.45628753,-0.79818135,0.49041614,0.10575172,-0.92844504,-0.17666917,0.1408936,0.47202414,0.21833092,0.4428358,0.3139838,-0.07081166,-0.2557005,0.12525083,0.597419,0.7054153,0.6324263,0.49322906,-0.8498242,0.5471702,0.41440752,-0.6839092,-0.9275364,0.17461231,-0.20141585,-0.16589382,0.17815049
-0.35454157,0.4165491,0.34641826,-0.06762944,-0.72327614,0.34985077,-0.8327824,0.7411639,0.1546841,-0.7151505,-0.054277897,0.1591886,0.09685258,0.39769286,0.6922532,0.16771531,-0.12676585,-0.4146816,-0.37180555,0.4158204,0.66335464,0.36577937,0.5545494,-0.4517611,0.21397363,0.2503978,-0.77050114,-0.8744152,0.08068043,-0.43095124,-0.47245365,-0.049388967
0.28120255,-0.0897612,0.089643896,-0.07611824,-0.2801903,0.5540903,-0.5733102,0.91835743,0.26289824,-0.98100567,0.37390676,0.18512435,0.12349479,-0.1615171,0.29694638,0.5452239,-0.6745479,-0.4545188,0.15582748,0.7171348,0.88319623,0.3076287,0.053136323,-0.5478184,0.31934464,0.108433366,-0.6465662,-0.84154785,0.24870273,-0.025418667,-0.28073847,-0.22441807
0.046025887,-0.017767143,0.36232474,-0.046037927,-0.64941055,0.45435545,-0.50416064,0.8476986,0.51069903,-1.0920857,0.24740233,0.15367898,0.15846227,0.09195858,0.37871045,0.16842806,-0.3379375,-0.59366786,-0.010572143,0.7336164,0.69215477,0.26333606,0.10998387,-0.21827668,-0.057997305,0.33048743,-0.7351977,-0.77269125,0.47042453,0.022243705,-0.16861612,-0.12800816
0.3698198,-0.08747876,0.3283333,-0.17072268,-0.32677636,0.55528516,-0.6001849,0.5329138,-0.07981966,-0.3882164,0.27131155,0.2043729,0.27030906,-0.19413593,0.2773256,0.30507535,-0.24693967,-0.25589892,-0.02485041,0.16995636,0.4855382,0.43797973,0.18876378,-0.53182423,0.16909975,0.13159294,-0.50774527,-0.5580316,0.09780486,-0.35578504,-0.28861633,-0.16878463
0.104836546,-0.15564816,0.34539104,-0.6589209,-0.52649796,0.33691394,-0.86238015,0.7449479,-0.16657534,-0.2879216,0.3676305,0.30671716,1.3678956,-0.07162019,0.6661337,0.04161909,-0.15191898,-0.54165107,-0.36710694,0.5492951,0.18839437,0.45375887,0.35027745,-1.0756025,-0.48652127,0.3627471,-1.0544506,-0.8485929,-0.032993685,-0.69291794,-0.4968363,-0.50197875
0.062017165,-0.13189147,0.29108354,-0.42076373,-0.35385025,0.3774405,-0.5389517,0.44668394,-0.01029672,-0.29756832,0.21651131,0.17683224,0.82478446,-0.15090762,0.4345566,0.15968496,-0.09503103,-0.4378124,-0.2458786,0.36248156,0.30164993,0.41376022,0.181068,-0.7966565,-0.2914259,0.15422878,-0.758911,-0.6137982,0.13406396,-0.5123096,-0.3512609,-0.34352347
-0.17309079,0.34694567,0.56127185,-0.5149734,-0.55571425,0.3138991,-0.713279,0.65926194,0.08428881,-0.4072949,0.6973791,0.7682487,1.0451828,0.18547758,0.40710074,-0.16233484,-0.23280644,-0.45260325,0.08976775,0.71811515,0.45819238,0.532233,0.6283345,-0.80203575,-0.30530283,0.31432915,-0.978078,-0.6646607,-0.06964011,-0.3793057,-0.5497261,-0.4502887
-0.2904349,-1.1352419,0.6388524,0.49771738,-0.106334165,0.51822704,-0.38136506,0.1870433,0.13118954,-0.37757066,-0.2368519,0.51363474,-0.13791656,-0.14372502,0.7613519,0.050247107,-0.7411114,-0.5851192,0.16962287,0.589504,0.87434715,0.36283723,-0.25725698,-1.3417498,-0.00415394,0.6874244,0.04059621,-0.19193704,0.27985144,-0.19525181,0.75818986,-0.37833938
-0.43542245,-0.90120393,0.34722227,0.21781358,-0.11958524,0.31899133,-0.6253566,0.007094809,0.09415514,-0.005230252,0.13146524,0.43734816,-0.5299833,-0.0325169,0.7951857,-0.16264482,-0.7165523,-0.5057694,-0.39444032,0.8314383,0.8957567,0.54908,-0.5359069,-1.9552944,-0.24673745,0.7554192,0.14922637,-0.29884773,0.50643116,-0.3823828,1.1808351,-0.6368946
-0.68698364,-1.0695262,0.07371827,-0.34253293,0.22946659,0.0022028005,-0.834094,0.11352134,-0.24167982,0.20324948,-0.3175551,0.9329568,-0.25628194,-0.011039889,0.9678202,0.010851605,-0.43309352,-0.5002453,-0.46699783,0.4701808,0.63383603,0.47101718,-0.24536487,-1.8830321,-0.044344883,0.960096,0.0070041837,-0.043222368,0.19034456,-0.26100114,1.0000584,-0.73567003
-0.15537132,-0.4315199,0.18770394,-0.082595006,-0.16675773,0.15477926,-0.2590054,0.080238976,0.022408595,-0.15166587,0.038511325,0.3099862,-0.29655546,-0.03236801,0.30717528,-0.0968881,-0.25152326,-0.10293342,-0.23209831,0.19192468,0.5250998,0.17658581,-0.07094017,-0.8459029,0.08205512,0.4025937,0.078323774,-0.23373693,0.26498753,-0.2579809,0.49356773,-0.30183136
-0.18140677,-0.32801583,0.05715815,-0.2631656,-0.04355774,0.13556907,-0.31849936,0.11122576,-0.07093947,0.121723734,-0.06096056,0.3395858,-0.34850362,-0.04595987,0.3796343,-0.120385386,-0.3403076,-0.10197907,-0.34354472,0.4583018,0.5064291,0.2419178,-0.086205825,-1.156026,0.08088541,0.5332087,0.1639648,-0.1521887,0.37463015,-0.3606892,0.7186363,-0.3842051
-0.27155402,-0.5937172,0.027355699,-0.28200722,-0.019439505,0.114424795,-0.5416089,0.06400883,-0.10537526,0.18461637,-0.16221514,0.46937928,-0.43615237,-0.063259035,0.5137969,-0.04625423,-0.28163484,-0.11260112,-0.51428163,0.5490354,0.5516471,0.3721944,-0.12547599,-1.4760251,0.04145707,0.7498171,0.083660126,-0.20426102,0.4474581,-0.4077773,0.8764906,-0.4056284
0.011561692,-0.32907218,0.32471916,-0.09420319,-0.17420593,0.24940696,-0.42818794,0.18269327,-0.23014827,0.033646774,-0.14912778,0.33315435,-0.14051984,-0.085653946,0.4758814,0.06570644,-0.24825326,-0.12843806,-0.3339413,0.26351014,0.61156666,0.4770331,-0.02923399,-1.0576684,0.10459059,0.42487034,0.067806646,-0.34621805,0.22277926,-0.49299023,0.29535997,-0.320247
-0.20589067,-0.39292845,0.025945092,-0.16611245,-0.06870404,0.009598022,-0.28140742,0.16498113,0.15827861,0.06507596,0.07220236,0.36764744,-0.40931454,-0.04830088,0.25559148,-0.0570244,-0.42015535,-0.18103094,-0.2194415,0.4095763,0.4300733,0.008141696,-0.25384477,-0.7307327,-0.009699326,0.5861094,0.11035541,-0.07615532,0.49998063,-0.06693015,0.6777806,-0.33981952
-0.36800027,-0.57030416,0.05274984,-0.4051258,-0.018925328,-0.020749593,-0.24428248,0.08189797,0.06885096,0.08273735,-0.015914157,0.37219036,-0.402525,0.015353978,0.40921938,-0.3110669,-0.24135019,-0.15145671,-0.44800517,0.22222851,0.39652988,-0.0025301864,-0.09568418,-1.2133348,0.10752399,0.69033986,0.17406653,-0.089160636,0.3384187,-0.13148876,0.77787393,-0.3529941
-0.13382834,-0.34039336,0.21507016,-0.13835905,-0.17036545,0.19917144,-0.27053723,0.15704851,-0.00516363,0.0013169197,-0.15838927,0.23994295,-0.27917084,0.004752001,0.47657442,-0.09991086,-0.31925657,-0.11843516,-0.30683094,0.42206338,0.5741036,0.2937938,-0.07847663,-1.1082348,0.18217447,0.46588022,0.16972275,-0.27170387,0.40492174,-0.38636824,0.6452255,-0.3225585
-0.16618411,-0.3981914,0.16667749,-0.15625943,-0.20080775,0.2696262,-0.33682373,-0.034247063,-0.06593316,-0.041921303,0.024524169,0.3143887,-0.43509325,0.13989149,0.36769578,-0.2462499,-0.2599935,-0.21763921,-0.31606886,0.17749633,0.75332236,-0.13973601,-0.2508795,-0.8586877,0.06595484,0.44547772,0.08253907,-0.16814749,0.5346877,-0.05299587,0.6734639,-0.31516397
-0.2391913,-0.43350962,-0.11465721,-0.3408784,-0.023841409,0.05516897,-0.475282,0.167582,-0.07853439,0.18293911,-0.024877625,0.38896868,-0.4502203,-0.1160762,0.41011456,-0.06573184,-0.32871047,-0.09924788,-0.5391107,0.55261153,0.49256507,0.19149418,-0.12564814,-1.2398075,0.00787507,0.7546298,0.17133762,-0.11397873,0.53837514,-0.26294133,0.9064019,-0.4670728
-0.16095643,-0.35485262,0.027878271,-0.06570274,-0.19640106,0.07720932,-0.23966703,0.14235075,0.038364362,-0.07088897,0.01915684,0.28694546,-0.36155185,-0.09522685,0.36129445,-0.113727175,-0.3762155,-0.11883277,-0.2496074,0.40477237,0.56811464,0.042104837,-0.015509006,-0.80686927,0.06603631,0.50596005,0.15294665,-0.058351755,0.46163246,-0.24641107,0.7637503,-0.32787672
0.036291376,-0.3127883,-0.50376266,-0.579781,0.10954144,-0.08876962,-0.5669008,-0.034985617,-0.25971696,0.12008137,0.07171976,-0.022720966,0.086689696,-0.33247244,-0.045805257,0.120360695,0.14195809,0.10374965,-0.63928556,0.18833283,-0.22217181,0.20330493,0.19258894,-0.7058224,-0.027530167,0.4987044,-0.055944443,-0.05291858,0.23543735,-0.22565548,0.1708524,-0.18216057
-0.17521544,-0.47235107,0.27081004,-0.18883567,-0.13566498,0.17847802,-0.352252,0.17891943,0.0146084735,-0.033194225,-0.16800398,0.37635565,-0.29025567,-0.022801662,0.4955364,-0.11089447,-0.201429,-0.22671953,-0.33281964,0.2263973,0.6386167,0.32290277,-0.2566022,-1.2026075,0.06617629,0.54174477,0.11148489,-0.29098827,0.27582893,-0.3272564,0.46579748,-0.45848808
-0.28084698,-0.5014205,-0.1851708,-0.43827534,-0.016433397,0.008763298,-0.49903977,0.10799212,-0.08460079,0.1665073,-0.049672645,0.42733276,-0.47088578,-0.10506517,0.40148228,-0.0955493,-0.34917936,-0.07567796,-0.55533755,0.55234164,0.4903938,0.17501189,-0.11371288,-1.2918787,0.03590363,0.7815635,0.22963387,-0.10428292,0.59304994,-0.3676066,0.94041306,-0.4908913
-0.2809148,-0.49893096,-0.13195199,-0.44118175,-0.06782561,-0.03090382,-0.46424648,0.12144956,-0.029873876,0.19841544,-0.031023586,0.3683647,-0.5091215,-0.09538091,0.4097422,-0.13774785,-0.2936102,-0.06878844,-0.5730662,0.5429158,0.48778123,0.13112703,-0.12112857,-1.3307803,0.05063248,0.7744386,0.2018123,-0.083482526,0.57671964,-0.31804273,0.95420235,-0.49707115
-0.303432,-0.5556957,-0.07259762,-0.39542663,-0.032165762,0.0014492671,-0.4809106,0.12498901,-0.07648657,0.115107745,-0.04173423,0.44684148,-0.46809006,-0.103519775,0.4752931,-0.09016008,-0.33630976,-0.059848156,-0.5397136,0.5595638,0.52241004,0.22614095,-0.1138631,-1.3981495,0.02913936,0.75726646,0.22067127,-0.13381082,0.5468084,-0.38582185,0.93139184,-0.47185436
-0.40250877,-0.5934055,0.026655199,-0.5541107,-0.07577122,-0.07227144,-0.23274013,0.12576729,0.078656115,0.07837244,-0.011892725,0.3426452,-0.2447479,-0.04976232,0.5020633,-0.3407045,-0.18964154,-0.17181979,-0.46957335,0.14537245,0.39080557,-0.018500743,-0.0910613,-1.2822497,0.115350306,0.7369525,0.13773134,-0.012658467,0.3195948,-0.21607032,0.73466307,-0.39822143
-0.07739202,-0.4177112,0.29541126,-0.23566344,-0.22630632,0.1312639,-0.14885803,0.20984107,0.14833678,-0.22044632,0.019855618,0.13091046,-0.1278126,0.013556114,0.35397488,-0.16402529,-0.11526084,-0.21623771,-0.2306241,-0.042210992,0.408294,0.07154551,0.010437234,-0.74969673,0.16678733,0.4084745,-0.0336833,-0.1466067,0.17117424,-0.13379513,0.26930475,-0.13678807
-0.41724864,-0.6047856,-0.0117863165,0.15718754,-0.13597542,0.049950525,-0.4506801,0.49864116,0.10292843,-0.3519188,0.2852178,0.8041057,-0.21485078,0.045188285,0.7927818,0.043406263,-0.59485626,-0.22041318,0.07757082,-0.08710548,0.6076545,0.023946853,-0.34534422,-0.6467222,0.2847587,0.69727176,0.6799576,-0.17473401,0.19046928,-0.006993294,0.43476894,-0.5907499
