name,vector_0,vector_1,vector_2,vector_3,vector_4,vector_5,vector_6,vector_7,vector_8,vector_9,vector_10,vector_11,vector_12,vector_13,vector_14,vector_15,vector_16,vector_17,vector_18,vector_19,vector_20,vector_21,vector_22,vector_23,vector_24,vector_25,vector_26,vector_27,vector_28,vector_29
put(),-0.8407777,-0.8005007,0.24248748,0.7050922,0.0845324,-0.49601537,-0.10538541,0.055317856,-0.065531164,-1.4412009,0.17529674,0.27434328,0.070826404,0.72689676,0.16324694,0.55742294,0.09090537,2.0015461,-0.810498,0.049000688,-0.23102994,0.048340417,-0.99198705,0.07874252,0.30890572,-0.4995601,-0.061065186,0.56714934,-2.04137,0.9735706,
println(),0.064400956,-0.27163664,-0.3459458,0.8081826,0.6610857,0.6583862,0.6237998,0.104661025,-1.6136873,0.09243801,1.0818112,0.490657,-0.56206894,-0.25262296,-0.51869196,-0.26399794,0.5081357,0.53806275,-0.42685625,-0.17630705,0.69000185,-1.1624203,-0.17434283,-0.6718455,-0.12715508,-0.63034695,-0.98384905,0.56961834,-0.30597323,-0.73936933,
elementAt(),-0.74988675,-0.3204698,0.521167,0.6444111,0.83873004,-0.2396084,0.61979485,-0.4413806,-1.1434593,-0.61633223,0.89950806,0.09064012,-0.5734008,-0.11798331,-0.5908956,-0.2697011,0.7355841,0.41241518,0.5275532,-0.4578178,0.66401494,0.8087859,-0.12247622,-0.39089403,0.11887774,0.06291618,0.008720832,0.7189578,0.14124109,0.9386123,
WhileStatement,-0.8571106,-0.7963827,0.277017,0.4666203,0.024065793,0.32330358,0.37477475,-0.615585,-0.7152191,-0.5598199,1.463881,0.34984705,-0.7170858,-0.24378984,-0.2763347,-0.037215665,-0.6161949,0.299518,-0.37914994,-0.045022,-0.024011752,0.4301482,-0.39957958,-0.17022154,0.15414438,0.6290932,0.62168866,0.1968571,-0.5846167,1.5084105,
e,-0.38041964,-0.82848346,0.29420435,-0.96379393,0.45082352,-0.26572555,0.61057985,0.11428337,-0.6746792,-0.70475245,0.47901043,0.923596,0.11476844,0.39416236,0.3212953,-0.6244728,0.08247009,1.152228,-0.17192572,-0.038379896,0.35531643,-0.47458944,-1.092427,-0.40723252,-0.40463886,-0.5747383,-0.549956,-0.0565667,-0.69523066,0.3880484,
size(),-0.5534639,-0.367285,0.7029615,0.4834689,0.35016367,-0.32224017,0.101743355,-0.6369624,-0.8983541,-1.1297625,0.7049214,0.51166785,-0.20331275,0.21160062,-0.43698096,-0.035073318,0.56701964,0.44728473,0.40471655,-0.4845231,0.5462264,0.77208763,-0.23827091,-0.4235108,0.32364684,-0.69586164,-0.4006725,0.66112983,-0.13346457,0.36667588,
toString(),-0.39630744,-0.25145558,-0.050064027,-0.85743797,-0.06664911,-0.12601134,-0.46438578,-0.21538846,-1.2347306,-0.9999665,0.5385351,0.33698717,-0.19041626,0.3104724,0.06257426,-0.5584912,-0.2369989,0.51912284,0.09153902,-0.09149344,0.45682958,-0.5298894,-1.0042019,-0.2120028,-0.2960754,-0.8160237,0.45271206,0.25649944,-0.8340947,0.43986663,
length(),-0.0316916,-0.041398004,0.13101362,-0.4799872,-0.38818616,-0.1767636,-0.41446236,-0.49438158,-0.6863637,-0.038475525,0.87726253,0.22406176,-0.5140966,-0.67405206,0.00070595776,-0.6377913,0.29973754,-0.092316486,0.2208398,-0.8082486,0.19258793,-0.7323964,-0.5104282,-0.18020517,0.21298866,-0.56944096,-0.052352168,0.46406025,-1.3622469,0.9685126,
name,0.046525184,0.3841886,-0.25093317,0.23192453,-0.33553433,-0.00440784,-0.057481304,0.38513026,0.031853292,0.33885333,-0.3054669,0.13265696,0.12868313,0.07771186,0.010834145,0.1378493,0.56407404,0.56348115,0.11347169,-0.34706077,0.36865976,-0.2319034,-1.226707,0.053537644,0.5949752,-0.7666995,-0.060645375,0.7087809,-1.5226551,0.43093148,
addElement(),0.1792774,-0.9751778,0.6232328,0.5775149,0.41706,-0.6238051,0.32294297,-0.74747044,-1.0277017,-0.86016697,0.29137972,-0.104382895,-0.19716439,0.0146256825,-0.2608995,0.37270042,0.6368819,0.5713003,-0.26512858,-0.5173731,-0.1800658,-0.039712366,-0.640348,-0.58622104,0.6872829,-0.38370273,-0.14574195,0.46372622,-0.19950272,0.5412323,
node,-0.5135769,-0.43631542,-0.10203827,0.7092001,-0.052545045,-0.1577978,0.71821153,1.8167119,-0.5974639,-0.048556224,0.9409905,-0.12300696,-0.061867893,0.30585077,0.1641625,0.09937719,-0.095207855,-0.27974492,0.25551262,-0.47709438,0.14377159,-0.27283287,-0.94317967,0.81743217,0.06636776,-0.11342505,0.3846774,0.30078584,-0.30644894,0.21153049,
substring(),-0.23941931,-0.5009137,0.030949024,-0.57568324,-0.45873445,-0.68643206,-0.20507897,-0.4771189,-0.7576014,-0.03612831,0.8604465,-0.18564893,-0.88410074,-0.54464394,0.38662243,-0.6079211,0.6169382,0.16285181,-0.069400035,-0.76021636,0.033176973,-0.8210647,-0.8714336,-0.68329895,0.15208462,-0.13717873,0.012953028,0.5285936,-1.6389326,1.1201724,
classGen,-1.7506156,-0.39696172,-0.86562914,0.02032469,0.20328066,-0.43716595,-0.9878141,0.3697824,-1.7075266,-1.1214166,0.38213962,0.10591751,-0.6515109,0.6710451,-0.38281077,-0.2170889,-0.014735804,0.9184037,0.458464,0.10472844,0.365552,0.9897827,-1.4771242,0.39726952,-0.3439547,-0.5139711,-0.10105544,1.2444574,-0.7268233,0.24643019,
methodGen,-1.8409882,-0.3719499,-0.8724537,0.15429503,0.14680557,-0.5832675,-1.0694351,0.34522033,-1.6947024,-1.0684413,0.5979569,0.19306923,-0.8269978,0.66938555,-0.42597243,-0.29744717,0.010591202,0.91966987,0.51597226,0.050086726,0.4033954,1.0409195,-1.4527706,0.59090734,-0.14992228,-0.45560473,-0.27280402,1.2117282,-0.74932164,0.26665807,
get(),-0.19528656,-0.6725164,0.028160006,0.5237993,-0.2179121,-0.42397767,-0.35593206,-0.5431184,0.032364395,-0.88362914,0.39263907,0.155827,0.1000242,0.26007217,-0.15718457,0.15428516,0.37528682,1.1043351,0.30798864,-0.64392734,-0.09760633,-0.22030522,-0.8915289,-0.03575217,-0.03978274,-0.08480161,0.104962006,0.103668526,-1.1997831,0.7742724,
write(),-1.5193956,-0.5545832,0.9146466,-0.95429903,-0.67138195,0.023085155,0.8614195,0.24000263,-0.8981077,-0.049510475,1.0297632,0.91104716,0.33479583,-0.10516474,0.4760748,-1.0534364,0.7704863,1.157642,0.6946389,-0.1577749,0.11757785,-0.9735195,0.23153828,-0.0058947853,0.5894014,-2.0916033,-0.6016567,0.45956296,-1.5744687,0.8615125,
nodeHandle,-0.8056194,-0.461193,-0.8772493,1.2609087,0.052341573,0.37436038,1.4600719,0.8990908,-0.9446018,0.7675065,0.62418896,-0.5560126,-1.3259814,-0.29508597,-0.24003783,0.19239864,0.20422223,-0.75975525,0.460296,-0.84132874,0.9656006,-0.46770966,-0.072272316,0.78007853,0.193496,0.3798482,0.07071959,0.63145363,-0.73054737,0.42827606,
charAt(),-0.993006,-0.21703707,0.28151155,-0.6031132,0.017647821,-0.43445778,-0.041657414,-0.8731747,-0.9411956,0.1440373,1.242989,0.48094028,-0.61276335,-0.66153073,-0.07473309,-0.681612,0.22110458,0.0780357,0.44724238,-0.9006556,0.35850275,-0.66700226,-0.16489264,-0.18199567,0.052189156,-0.39187178,0.13656177,0.6211864,-1.2801011,1.3980857,
value,-0.05336108,-0.23677266,0.04149537,0.4252125,-0.8725754,0.030437583,-0.10533765,0.81379104,-0.19590165,-0.24727432,0.29702696,-0.50575465,0.29104966,0.22256535,0.20416486,-0.15777041,0.2938928,0.2525718,0.3168354,-0.36651275,0.16908817,-0.079264924,-0.92791986,0.21307367,0.34234682,-0.68784857,0.36239484,0.39573938,-1.180851,0.5656511,
uri,0.46912342,-0.24078584,-0.56510925,0.7621729,-0.3033957,0.31611654,0.07035927,0.46778178,-0.42654097,-0.04456357,0.1906216,-0.2322765,0.26887685,0.2940138,0.10476285,0.37555602,0.86854064,0.42996728,-0.19881333,-0.87065923,0.1416777,0.27241972,-1.3147582,-0.082180955,0.46483755,-0.38026497,-0.6124117,0.7744238,-1.797489,0.49710482,
getInstructionList(),-1.8567276,-0.7663499,-0.9184508,0.5828181,0.2179937,-0.7399769,-1.2372813,-0.02946382,-1.4303765,-0.8727851,0.6807502,0.14786328,-0.92314476,0.14772592,-0.8012551,0.12846394,-0.1721578,1.0481113,0.4399993,0.031554393,0.38509625,0.67178386,-1.1815735,0.69161344,0.14601023,-0.37164778,-0.3640669,1.0215212,-0.6942143,0.12458916,
ErrorMsg,-0.7426138,-0.087930255,-0.64648116,-0.46363735,0.8007099,0.018416459,-0.59207875,0.07509933,-1.6690212,-0.99009603,0.79970825,0.5768877,-0.3483029,0.3387977,-0.10291431,-0.28195354,0.30039197,0.94750434,-0.50614464,0.21956065,0.5196114,-0.35390654,-1.2082069,-0.48246986,-0.5701704,-0.8523036,-0.4998269,0.50903094,-0.60081214,0.25645462,
addMethodref(),-2.109821,-0.3238029,-0.5398947,0.37969726,0.22443038,-1.014053,-1.0089298,-0.7060576,-1.1812121,-0.421592,0.8003405,0.26729786,-1.0605053,-0.37436795,-0.420751,0.36727628,-0.23560551,1.2697161,0.6728755,0.1906991,0.25206754,0.27790573,-0.79385185,0.60919464,0.6291446,-0.8065308,-0.123146646,1.6191294,-1.0723057,0.6350532,
getConstantPool(),-1.7831491,-0.67271054,-0.7502347,0.62887514,0.003924856,-0.6450486,-1.3281285,0.061468415,-1.2132496,-1.0139133,0.4871692,0.1955697,-1.0401776,0.37889045,-0.66909677,-0.09200074,-0.14765996,0.8690528,0.68764496,0.09565472,0.39281544,1.0223892,-1.145812,0.6309719,0.14408953,-0.3728609,-0.3268147,1.1760138,-0.6234306,0.31198558,
xctxt,-0.16142768,-1.1841859,-0.5194432,0.75161827,0.11270069,0.17909782,0.17417622,0.68702024,0.011409834,-0.62637264,0.004679432,0.57398915,-1.0976722,-0.06046053,0.40133548,-0.41973072,-0.037821416,-0.6566283,0.4043172,-0.4873866,0.23402357,0.43007687,-0.7159852,-0.28274554,-0.12141092,0.9921981,-0.6296542,-0.37027222,-0.3416204,0.9154832,
getOp(),-1.4936125,-1.4383296,-0.08127843,0.7483171,0.43558878,-0.31065574,0.7564079,-0.55266774,-0.78185755,0.48642,0.80098635,0.46214208,-0.47708467,-0.9321997,-0.35558015,0.60675013,-0.49842906,0.79690886,-0.012112495,-0.58999836,0.44694284,-0.81632304,0.21843415,0.36797285,0.91579735,0.19232444,-0.1749701,0.09161068,-0.5481107,1.4863805,
handler,0.31997836,-0.6707345,-0.36064893,0.5507759,-0.39053082,0.48884076,0.59308964,0.90548104,-0.23027244,0.3014482,0.18364033,0.14904393,0.14181392,-0.17466046,0.25451064,0.100832604,0.5360861,-0.07830795,-0.37222317,-0.8520623,-0.059272237,-0.20226945,-1.3490186,0.34494853,0.562229,-0.04565811,-0.5596957,0.015661279,-1.0075475,0.7327479,
type,-0.7641407,-0.3955906,-0.872653,0.6464856,-0.46285877,-0.004794079,-0.74063826,0.7495686,-0.77950746,-0.44700786,0.35764372,-0.5796811,-0.23281129,0.5855702,-0.08369066,0.5038958,-0.4144391,0.112305984,0.5449515,-0.31948483,0.3281228,0.10154701,-1.3176936,0.9538818,0.2420858,-0.5787803,0.4462727,0.73657197,-0.5018901,-0.1008325,
translate(),-2.0212574,-0.40882212,-0.28663927,0.31369627,0.6709536,-0.55999905,-0.82030624,-0.5176147,-1.6832589,-0.71601766,0.96484333,0.21065125,-0.5926592,0.29221857,-0.5879785,0.20941395,-0.22603434,1.2037731,0.32049558,0.22378823,-0.02527009,0.30812922,-0.8413327,0.4051145,0.29057866,-0.7583563,-0.22141486,1.2192168,-0.8147523,0.51185095,
indexOf(),-0.05360532,-0.34649348,0.12836286,-0.21894194,-0.5551189,-0.25638762,-0.030915104,-0.35775313,-0.56899905,-0.14091142,1.0489525,0.075249314,-0.9522719,-0.453821,0.32892776,-0.7080833,0.6584308,-0.18804428,0.06628391,-0.8716935,0.2443581,-0.39379835,-0.5946549,-0.5112272,0.1185638,-0.19870107,0.001641781,0.34200823,-1.5445622,0.97480476,
TransformerException,-0.31611985,-0.85782003,-0.3557623,-0.5017141,0.9039711,0.076473415,0.14627302,0.32944617,-0.761085,-0.3093176,0.30218026,1.181796,-0.1736803,-0.12045557,0.23515226,-0.32090557,0.4178731,0.4677704,-0.5999849,-0.33108976,0.23381166,-0.7056946,-1.1346533,-0.6427292,-0.14547983,0.01496699,-1.0558294,-0.24757154,-0.6781823,1.1979798,
org,-0.10298512,-0.6048915,-0.13033971,-0.22639908,0.33045554,0.10802062,0.172209,0.6197982,-0.5305805,-0.36854267,0.1772248,1.1624331,-0.16257882,-0.1576076,0.40210342,-0.54324377,0.4803463,0.28976828,-0.584748,-0.36326462,0.18458673,-0.020626687,-1.4912525,-0.28711924,-0.11541158,-0.0080487635,-0.7554814,-0.09421524,-0.48598814,0.9805372,
prefix,0.69002724,-0.14121972,-0.40611687,0.6150329,-0.20737572,0.21546462,0.53998595,0.41227242,-0.32963422,0.038298655,0.17030108,-0.37994564,-0.23532003,0.03914527,0.1558307,0.35533842,0.853924,0.49421847,-0.07676955,-1.0095295,0.25571802,0.036068235,-1.0294622,-0.2414353,0.52113324,-0.20461494,-0.38703293,0.69516504,-1.8154484,0.25286287,
getName(),-0.38075012,-0.048062753,0.17654642,-0.13264956,0.4780016,-0.30064297,-0.5505383,-0.3960656,-0.5076868,-0.934812,0.66827464,0.16916208,-0.3412894,0.32843122,-0.25550324,0.2354547,0.19927415,1.1512831,0.27384168,-0.16023166,0.27870336,-0.05618616,-1.237886,-0.43888116,-0.20916866,-0.4233683,0.0918479,0.497736,-0.72114193,0.38749504,
error(),-0.034600534,-0.7320176,-0.08369974,0.14757138,0.6325915,-0.012952445,0.8845452,0.17494154,-0.6716678,0.27924743,0.2385618,0.6232326,-0.3491688,-0.70480317,0.26784152,0.16783106,0.25990227,0.6827903,-0.41831663,-0.64523655,0.22279456,-1.078929,-0.7631139,-0.40606365,0.3663467,0.35887408,-0.5241628,-0.14962554,-0.5315317,0.8908579,
getNodeType(),-0.45171776,-0.84954435,-0.2336785,0.71951413,0.42707655,0.17309447,0.41738874,0.4109245,-0.81417024,0.06890442,1.0382675,-0.012457439,-0.5653814,-0.041269902,-0.022647059,0.20663229,0.14933202,-0.09765698,0.011971408,-0.94066125,0.65667695,-0.6038421,-0.40919507,0.098163255,0.08418499,0.5225906,-0.16766816,-0.0058561126,-0.39415866,0.71901643,
ch,0.27490005,-0.32205752,-0.14047365,0.41734484,-0.6200235,0.50720906,1.3782562,0.5887763,-0.24222675,0.63038385,0.44123754,0.17952016,-0.83343637,-0.71046185,0.22774088,-0.55317086,0.5467863,0.26418412,0.070117444,-0.77844363,0.8415954,-0.82945454,0.17782803,-0.07705875,0.9227443,-0.49781662,-0.48762897,0.31762055,-1.2480291,0.6150951,
execute(),-0.31699094,-1.0617006,-0.28178865,0.37705553,0.3363647,0.059414186,-0.03944988,0.28664085,-0.20222704,-0.6078774,0.55633265,0.3857093,-1.1284434,-0.17159782,0.31277153,-0.6901119,0.14705864,-0.6997647,0.41837034,-0.47838432,0.06752312,0.022400208,-0.47107515,-0.63760173,-0.26540196,1.0393287,-0.88887775,-0.30989334,-0.8661323,0.9767314,
Vector,0.24767873,-0.9355771,0.55888176,0.7265797,0.0977242,-0.23175877,-0.3896895,-0.61511743,-0.38767654,-1.0508788,0.11030714,0.089593835,-0.3310251,0.1598708,-0.5413637,-0.30175966,0.31046972,0.37485614,0.086958155,-0.11729902,0.1853439,0.7543783,-0.38829857,-0.3555438,0.5040967,-0.32428244,-0.3856871,0.53166056,-0.77485436,0.6673321,
org.apache.xalan.xsltc.compiler,0.0065774033,-0.26159632,-0.7221167,0.6356701,-0.48807365,0.4661219,-0.33313125,0.31682488,-0.574,-0.9231566,0.044908177,-0.105580784,-1.00726,0.208578,-0.47016165,-0.43415806,-0.17331652,0.47465578,0.14013083,0.40871406,1.0470252,0.6447098,-0.34428394,-0.0946949,0.029104864,-0.7937172,-0.36988133,0.76527655,-0.5679913,-0.54893714,
localName,0.36543185,-0.29984936,-0.73156255,0.72765636,-0.4660198,0.35425836,0.09287062,0.75683933,-0.5277534,0.24209863,-0.14747873,-0.062483776,0.1992977,0.17088294,0.109860264,0.21803558,0.79588777,0.4160055,-0.2975907,-1.1162447,0.32992068,-0.018243052,-1.4703938,0.19639176,0.5329876,-0.38705254,-0.7608055,0.78834397,-1.6934284,0.48945242,
nextToken(),-0.68334883,-0.88606685,0.060327023,0.09902028,0.3592602,-0.3971483,-0.22293234,-1.0009121,-0.7251624,-0.027561948,1.0213412,0.025541902,-0.59306043,-0.9276469,-0.44766605,0.10497777,-0.29496506,0.9521534,-0.04328195,-0.43641648,-0.0555483,-0.9268998,-0.422225,-0.27845934,0.46194237,0.17377539,-0.10526643,-0.027609957,-1.1437544,1.5978315,
PUSH,-1.8445506,-0.43411967,-0.39592382,0.45090318,0.64692134,-0.91742474,-0.94134545,-0.6473882,-1.7253741,-0.61896855,0.7304419,0.2844242,-0.5932461,-0.04257095,-0.5075577,0.23730372,-0.37998116,1.3644567,0.2967582,0.08875903,0.10568466,-0.22082531,-0.747909,0.51871306,0.4585556,-0.6802122,-0.21505913,1.324614,-0.72381705,0.8628018,
getType(),-0.9309595,0.10330425,-0.29892257,0.25620195,0.43727607,-0.2291829,-0.4120823,0.16972688,-0.96102124,-0.4213328,0.9974921,-0.5939249,-1.1875192,0.18501712,-0.040711254,0.019212095,-0.067450084,-0.0003321278,0.9137349,-0.4575143,-0.01369903,0.10478868,-0.95557076,-0.22364357,-0.31650284,0.5119748,0.07050572,0.5440599,-0.5060126,0.37987325,
SwitchStatement,-0.7567596,-0.79452467,-0.585679,0.54192996,0.4976146,-0.35988528,-0.14876433,0.07730285,-0.9476447,-0.34505716,0.59223914,-0.080652386,-0.5079443,-0.056587387,-0.13502134,0.78706545,-0.50348884,0.33383122,0.3018212,-0.6503598,0.5723573,-0.7964231,-0.6502108,0.17480555,-0.0012116517,0.42230585,0.23687093,0.20471841,-0.049463306,0.595061,
getDTM(),-0.36723292,-1.1693499,-0.10455907,0.43455446,0.42525068,0.29712865,0.122755565,0.1919905,-0.37048754,-0.3898482,0.7083414,0.5266746,-0.77174133,-0.07737866,0.09114083,-0.40125766,0.006831525,-0.49475354,0.09422098,-0.34748387,0.2888444,0.03459433,-0.3309771,-0.3311665,-0.020480348,0.6255408,-0.61568433,-0.37101972,-0.28370723,0.84371126,
reportError(),-0.7817162,-0.13605677,-0.48402956,-0.5006728,0.5173604,-0.14173599,-0.6896008,0.07931015,-1.5237621,-1.3001119,0.9374253,0.3424036,-0.57930636,0.40954408,-0.14482161,-0.5617673,0.25988165,0.8283442,-0.069678105,0.40327963,-0.03377787,0.050719295,-1.277997,-0.40041232,-0.60854495,-0.9223765,-0.3260492,0.6360463,-1.1544302,0.1879286,
makeNodeIdentity(),-1.1560371,-0.90432835,0.051339164,0.760656,0.18245608,0.379386,1.017514,0.35131556,-1.1775348,-0.0589313,1.4374393,-0.34615368,-0.70772463,0.21476737,-0.24521622,-0.00522435,0.32702592,-0.38940135,0.75532395,-0.9872709,0.91164863,-0.008952021,0.19404097,0.1494839,0.090109095,-0.028171986,0.18289067,0.53529775,-0.7438479,0.39193356,
Hashtable,0.1761453,-1.0894306,0.22265287,0.77445906,-0.42496464,-0.13361104,-0.51794034,0.16741817,0.13751121,-1.3125029,0.37831843,0.24688528,-0.36600626,0.4983038,-0.11161352,-0.048618745,0.27116475,0.9344038,-0.11893178,-0.2373875,0.24140723,0.53864115,-0.74676836,-0.10098199,0.28246257,-0.18226592,-0.27489004,0.15474203,-1.3965263,0.4339693,
next,-1.4614918,-1.0946132,-0.015314212,0.58332527,-0.016022423,0.01610067,0.45142978,0.5448278,-1.0282313,-0.43511698,1.3886317,-0.18174557,-0.7959928,0.602927,-0.012722295,0.029926816,-0.27286297,-0.24446774,0.8635975,-0.5799265,0.44129515,0.48451835,-0.24935077,0.3505251,0.045798253,0.13042377,0.53821087,0.32686505,-0.5128142,0.28713936,
Integer,-0.10350773,-0.86686456,0.43349397,0.51178706,0.17867109,-0.2908516,-0.09268206,0.3397324,-0.52811253,-0.9442916,0.50474334,0.38816574,0.07891391,0.5950239,0.4214077,0.32559446,0.5249123,1.739217,-0.57790786,-0.6351403,0.29712284,-0.35010844,-1.1232941,-0.109931275,0.24298526,-0.17070824,-0.32656518,0.34519574,-1.6774589,1.1936882,
